NCBI_virus_name|Virus.GENBANK.accession|NCBI_host
Mosquitoe_x_virus_segment_A,_complete_sequence_|NC_078086.1|Anopheles_sinensis
Mosquitoe_x_virus_segment_B,_complete_sequence_|NC_078087.1|Anopheles_sinensis
Hippeastrum_chlorotic_spot_virus_isolate_HLS1-2_segment_S,_complete_sequence_|NC_078088.1|Hymenocallis_littoralis
Hippeastrum_chlorotic_spot_virus_isolate_HLS1-2_segment_M,_complete_sequence_|NC_078089.1|Hymenocallis_littoralis
Hippeastrum_chlorotic_ringspot_virus_segment_RNA_L,_viral_cRNA_for_RNA-dependent_RNA_polymerase_(RdRp_gene)_|NC_078090.1|Hymenocallis_littoralis
American_dog_tick_phlebovirus_isolate_FI6_segment_L,_complete_sequence_|NC_078091.1|Dermacentor_variabilis
American_dog_tick_phlebovirus_isolate_FI6_segment_S,_complete_sequence_|NC_078092.1|Dermacentor_variabilis
Blacklegged_tick_phlebovirus-1_isolate_H12_segment_S,_complete_sequence_|NC_078093.1|Ixodes_scapularis
Blacklegged_tick_phlebovirus-1_isolate_H12_segment_L,_complete_sequence_|NC_078094.1|Ixodes_scapularis
Dabieshan_tick_virus_strain_D3_RNA-dependent_RNA_polymerase_(L)_gene,_complete_cds_|NC_078095.1|Haemaphysalis_longicornis
Dabieshan_tick_virus_strain_D3_nucleocapsid_protein_(N)_and_nonstructural_protein_(NSs)_genes,_complete_cds_|NC_078096.1|Haemaphysalis_longicornis
Picobirnavirus_Equ3_segment_1,_complete_sequence_|NC_078097.1|Equus_caballus
Picobirnavirus_Equ3_segment_2,_complete_sequence_|NC_078098.1|Equus_caballus
Pacific_coast_tick_phlebovirus_isolate_Docc2011cons_segment_S,_complete_sequence_|NC_078099.1|Dermacentor_occidentalis
Pacific_coast_tick_phlebovirus_isolate_Docc2011cons_segment_L,_complete_sequence_|NC_078100.1|Dermacentor_occidentalis
Lijiang_virus_isolate_KS4_RNA-dependent_RNA_polymerase_(QK604_sLgp1)_and_Z_protein_(QK604_sLgp2)_genes,_complete_cds_|NC_078101.1|Apodemus_chevrieri
Lijiang_virus_isolate_KS4_nonfunctional_glycoprotein_gene,_complete_sequence;_and_nucleoprotein_(QK604_sSgp1)_gene,_complete_cds_|NC_078102.1|Apodemus_chevrieri
Citrus_virus_A_isolate_W4_segment_RNA1,_complete_sequence_|NC_078103.1|Citrus_sinensis
Citrus_virus_A_isolate_W4_segment_RNA2,_complete_sequence_|NC_078104.1|Citrus_sinensis
Alxa_virus_isolate_RtDs-AreV-IM2014_RNA-dependent_RNA_polymerase_(L)_and_Z_protein_(Z)_genes,_complete_cds_|NC_078105.1|Rodentia
Alxa_virus_isolate_RtDs-AreV-IM2014_nucleocapsid_protein_(NP)_gene,_partial_cds;_and_glycoprotein_precursor_(GPC)_gene,_complete_cds_|NC_078106.1|Rodentia
Rotifer_birnavirus_strain_Palavas_segment_A,_genomic_RNA_|NC_078107.1|Brachionus_plicatilis
Rotifer_birnavirus_strain_Palavas_segment_B,_genomic_RNA_|NC_078108.1|Brachionus_plicatilis
Drosophila_melanogaster_birnavirus_SW-2009a_strain_DBV_segment_A,_complete_sequence_|NC_078109.1|Drosophila_melanogaster
Drosophila_melanogaster_birnavirus_SW-2009a_strain_DBV_segment_B,_complete_sequence_|NC_078110.1|Drosophila_melanogaster
Reptilian_orthoreovirus_strain_CH1197/96_p14_protein_(QK609_ssigmaCgp1)_and_sigmaC_(QK609_ssigmaCgp2)_genes,_complete_cds_|NC_078111.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_muNS_(QK609_smuNSgp1)_gene,_complete_cds_|NC_078112.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_muA_(QK609_sM2gp1)_gene,_complete_cds_|NC_078113.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_muB_(QK609_smuBgp1)_gene,_complete_cds_|NC_078114.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_sigmaA_(QK609_ssigmaAgp1)_gene,_complete_cds_|NC_078115.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_sigmaB_(QK609_ssigmaBgp1)_gene,_complete_cds_|NC_078116.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_lambda_B_(QK609_sL3gp1)_gene,_complete_cds_|NC_078117.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_lambda_A_(QK609_sL1gp1)_gene,_complete_cds_|NC_078118.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_lambda_C_(QK609_slambdaCgp1)_gene,_complete_cds_|NC_078119.1|Testudo_graeca
Reptilian_orthoreovirus_strain_CH1197/96_sigmaNS_(QK609_ssigmaNSgp1)_gene,_complete_cds_|NC_078120.1|Testudo_graeca
Bujaru_virus_strain_BeAn47693_segment_M,_complete_sequence_|NC_078121.1|Proechimys_guyannensis
Bujaru_virus_strain_BeAn47693_segment_S,_complete_sequence_|NC_078122.1|Proechimys_guyannensis
Bujaru_virus_strain_BeAn47693_segment_L,_complete_sequence_|NC_078123.1|Proechimys_guyannensis
Aspergillus_fumigatus_tetramycovirus-1_Serine_protease_domain_gene_for_Protease_|NC_078124.1|
Aspergillus_fumigatus_tetramycovirus-1_PAS-rp,_hexosaminidase_domain_gene_for_PAS-rich_protein_|NC_078125.1|
Aspergillus_fumigatus_tetramycovirus-1_Methyl_transferase_domain,_APC_basic_domain_gene_for_Methyl_transferase_|NC_078126.1|
Aspergillus_fumigatus_tetramycovirus-1_RdRP_gene_for_RNA_dependent_RNA_polymerase_|NC_078127.1|
Kupe_virus_isolate_K611_segment_M,_complete_sequence_|NC_078128.1|Amblyomma_gemma
Kupe_virus_isolate_K611_segment_S,_complete_sequence_|NC_078129.1|Amblyomma_gemma
Kupe_virus_isolate_K611_segment_L,_complete_sequence_|NC_078130.1|Amblyomma_gemma
Issyk-Kul_virus_strain_LEIV-315K_segment_S,_complete_sequence_|NC_078131.1|Nyctalus_noctula
Issyk-Kul_virus_strain_LEIV-315K_segment_M,_complete_sequence_|NC_078132.1|Nyctalus_noctula
Issyk-Kul_virus_strain_LEIV-315K_segment_L,_complete_sequence_|NC_078133.1|Nyctalus_noctula
Abu_Hammad_virus_strain_Art_1194_segment_L,_complete_sequence_|NC_078146.1|Columbidae
Abu_Hammad_virus_strain_Art_1194_segment_S,_complete_sequence_|NC_078147.1|Columbidae
Abu_Hammad_virus_strain_Art_1194_segment_M,_complete_sequence_|NC_078148.1|Columbidae
Abu_Mina_virus_strain_EG_AN_4996_segment_M,_complete_sequence_|NC_078149.1|Streptopelia_turtur
Abu_Mina_virus_strain_EG_AN_4996_segment_L,_complete_sequence_|NC_078150.1|Streptopelia_turtur
Abu_Mina_virus_strain_EG_AN_4996_segment_S,_complete_sequence_|NC_078151.1|Streptopelia_turtur
Punta_Salinas_virus_strain_CalArt888_segment_M,_complete_sequence_|NC_078158.1|Alectorobius_amblus
Punta_Salinas_virus_strain_CalArt888_segment_L,_complete_sequence_|NC_078159.1|Alectorobius_amblus
Punta_Salinas_virus_strain_CalArt888_segment_S,_complete_sequence_|NC_078160.1|Alectorobius_amblus
Soldado_virus_strain_TRVL_52214_segment_M,_complete_sequence_|NC_078167.1|Alectorobius_capensis
Soldado_virus_strain_TRVL_52214_segment_L,_complete_sequence_|NC_078168.1|Alectorobius_capensis
Soldado_virus_strain_TRVL_52214_segment_S,_complete_sequence_|NC_078169.1|Alectorobius_capensis
Corchorus_yellow_vein_Cuba_virus_isolate_Cuba-Corchorus_705-1-2013_segment_DNA-B,_complete_sequence_|NC_078183.1|Corchorus_siliquosus
Corchorus_yellow_vein_Cuba_virus_isolate_Cuba-Corchorus_705-1-2013_segment_DNA-A,_complete_sequence_|NC_078184.1|Corchorus_siliquosus
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-U2,_complete_sequence_|NC_078215.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-N,_complete_sequence_|NC_078216.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-U1,_complete_sequence_|NC_078217.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-U4.1,_complete_sequence_|NC_078218.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-S,_complete_sequence_|NC_078219.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-M,_complete_sequence_|NC_078220.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-C,_complete_sequence_|NC_078221.1|Vicia_faba
Subterranean_clover_stunt_virus_isolate_Myall_Vale_2534B_segment_DNA-R,_complete_sequence_|NC_078222.1|Vicia_faba
Dermapteran_chu-related_virus_OKIAV142_segment_N_genomic_sequence_|NC_078223.1|Gonolabis_marginalis
Dermapteran_chu-related_virus_OKIAV142_segment_L-G_genomic_sequence_|NC_078224.1|Gonolabis_marginalis
Crimean-Congo_hemorrhagic_fever_virus_2_strain_AP92_segment_L,_complete_sequence_|NC_078225.1|Rhipicephalus_bursa
Crimean-Congo_hemorrhagic_fever_virus_2_strain_AP92_segment_S,_complete_sequence_|NC_078226.1|Rhipicephalus_bursa
Crimean-Congo_hemorrhagic_fever_virus_2_strain_AP92_segment_M,_complete_sequence_|NC_078227.1|Rhipicephalus_bursa
Oyo_virus_segment_L_RNA_polymerase_gene,_complete_cds_|NC_078228.1|
Oyo_virus_segment_S_nucleocapsid_gene,_complete_cds_|NC_078229.1|
Oyo_virus_segment_M_polyprotein_gene,_complete_cds_|NC_078230.1|
Mapputta_virus_isolate_MRM186_segment_S,_complete_sequence_|NC_078231.1|Anopheles_meraukensis
Mapputta_virus_isolate_MRM186_segment_M,_complete_sequence_|NC_078232.1|Anopheles_meraukensis
Mapputta_virus_isolate_MRM186_segment_L,_complete_sequence_|NC_078233.1|Anopheles_meraukensis
Buffalo_Creek_virus_isolate_DPP186_segment_M,_complete_sequence_|NC_078234.1|Anopheles_meraukensis
Buffalo_Creek_virus_isolate_DPP186_segment_L,_complete_sequence_|NC_078235.1|Anopheles_meraukensis
Buffalo_Creek_virus_isolate_DPP186_segment_S,_complete_sequence_|NC_078236.1|Anopheles_meraukensis
South_Bay_virus_isolate_SBV-H-1_segment_L,_complete_sequence_|NC_078237.1|Ixodes_scapularis
South_Bay_virus_isolate_SBV-H-1_segment_S,_complete_sequence_|NC_078238.1|Ixodes_scapularis
Xinzhou_Spider_Virus_strain_XZZZ-2_nucleocapsid_protein_(N)_gene,_complete_cds_|NC_078239.1|Neoscona_nautica
Xinzhou_Spider_Virus_strain_XZZZ-2_glycoprotein_precursor_(G)_gene,_partial_cds_|NC_078240.1|Neoscona_nautica
Xinzhou_Spider_Virus_strain_XZZZ-2_RNA-dependent_RNA_polymerase_(L)_gene,_complete_cds_|NC_078241.1|Neoscona_nautica
Gan_Gan_virus_segment_M,_complete_sequence_|NC_078242.1|Ochlerotatus_vigilax
Gan_Gan_virus_segment_L,_complete_sequence_|NC_078243.1|Ochlerotatus_vigilax
Gan_Gan_virus_segment_S,_complete_sequence_|NC_078244.1|Ochlerotatus_vigilax
Corfou_virus_strain_Pa_Ar_814_segment_L,_complete_sequence_|NC_078245.1|Phlebotomus_major
Corfou_virus_strain_Pa_Ar_814_segment_S,_complete_sequence_|NC_078246.1|Phlebotomus_major
Corfou_virus_strain_Pa_Ar_814_segment_M,_complete_sequence_|NC_078247.1|Phlebotomus_major
Taggert_virus_glycoprotein_precursor_(QK646_sMgp1)_gene,_complete_cds_|NC_078248.1|Ixodes_uriae
Taggert_virus_RNA-dependent_RNA_polymerase_(QK646_sLgp1)_gene,_complete_cds_|NC_078249.1|Ixodes_uriae
Taggert_virus_nucleocapsid_(QK646_sSgp1)_gene,_complete_cds_|NC_078250.1|Ixodes_uriae
UNVERIFIED:_Bandia_virus_isolate_IPD/A611_segment_M_genomic_sequence_|NC_078251.1|Mastomys_sp.
UNVERIFIED:_Bandia_virus_isolate_IPD/A611_segment_S_genomic_sequence_|NC_078252.1|Mastomys_sp.
UNVERIFIED:_Bandia_virus_isolate_IPD/A611_segment_L_genomic_sequence_|NC_078253.1|Mastomys_sp.
UNVERIFIED:_Clo_Mor_virus_isolate_52301-14_segment_L,_complete_sequence_|NC_078254.1|Argas_cooleyi
UNVERIFIED:_Clo_Mor_virus_isolate_52301-14_segment_M,_complete_sequence_|NC_078255.1|Argas_cooleyi
UNVERIFIED:_Zirqa_virus_isolate_A2070-1_segment_L_genomic_sequence_|NC_078256.1|Alectorobius_muesebecki
UNVERIFIED:_Zirqa_virus_isolate_A2070-1_segment_S_genomic_sequence_|NC_078257.1|Alectorobius_muesebecki
UNVERIFIED:_Zirqa_virus_isolate_A2070-1_segment_M_genomic_sequence_|NC_078258.1|Alectorobius_muesebecki
Pacific_coast_tick_nairovirus_isolate_Docc2011cons_segment_N,_complete_sequence_|NC_078259.1|Dermacentor_occidentalis
Pacific_coast_tick_nairovirus_isolate_Docc2011cons_segment_M,_complete_sequence_|NC_078260.1|Dermacentor_occidentalis
Xuan_son_virus_isolate_PR15_segment_M,_complete_sequence_|NC_078261.1|Hipposideros_pomona
Xuan_son_virus_isolate_PR15_segment_L,_complete_sequence_|NC_078262.1|Hipposideros_pomona
Xuan_son_virus_isolate_PR15_segment_S,_complete_sequence_|NC_078263.1|Hipposideros_pomona
Grotenhout_virus_isolate_Gierle-1_segment_S_genomic_sequence_|NC_078264.1|Ixodes_ricinus
Grotenhout_virus_isolate_Gierle-1_segment_L,_complete_sequence_|NC_078265.1|Ixodes_ricinus
Vinegar_Hill_virus_isolate_CS1499_segment_L,_complete_sequence_|NC_078266.1|Argas_robertsi
Vinegar_Hill_virus_isolate_CS1499_segment_S,_complete_sequence_|NC_078267.1|Argas_robertsi
Vinegar_Hill_virus_isolate_CS1499_segment_M,_complete_sequence_|NC_078268.1|Argas_robertsi
Triniti_virus_strain_TVRL7994_nucleocapsid_protein_(QK654_gp1)_gene,_complete_cds_|NC_078269.1|Trichoprosopon
Triniti_virus_strain_TVRl7994_RNA-dependent_RNA_polymerase_(QK654_gp1)_gene,_complete_cds_|NC_078270.1|Trichoprosopon
Triniti_virus_strain_TVRL7994_polyprotein_(QK654_gp1)_gene,_complete_cds_|NC_078271.1|Trichoprosopon
Sedlec_virus_strain_Av_172_segment_S,_complete_sequence_|NC_078274.1|Acrocephalus_scirpaceus
Sedlec_virus_strain_Av_172_segment_M,_complete_sequence_|NC_078275.1|Acrocephalus_scirpaceus
Sedlec_virus_strain_Av_172_segment_L,_complete_sequence_|NC_078276.1|Acrocephalus_scirpaceus
Fusarium_graminearum_gemytripvirus_1_segment_DNA-A_replication_initiation_protein_(QK657_sAgp1)_gene,_complete_cds_|NC_078277.1|Fusarium_graminearum
Fusarium_graminearum_gemytripvirus_1_segment_DNA-C_hypothetical_protein_(QK657_sCgp1)_gene,_complete_cds_|NC_078278.1|Fusarium_graminearum
Fusarium_graminearum_gemytripvirus_1_segment_DNA-B_coat_protein_(QK657_sBgp1)_gene,_complete_cds_|NC_078279.1|Fusarium_graminearum
Chinese_mitten_crab_virus_1_segment_M,_complete_sequence_|NC_078280.1|Eriocheir_sinensis
Chinese_mitten_crab_virus_1_segment_L,_complete_sequence_|NC_078281.1|Eriocheir_sinensis
Chinese_mitten_crab_virus_1_segment_S,_complete_sequence_|NC_078282.1|Eriocheir_sinensis
MAG:_Salmon_pescarenavirus_1_isolate_G518_segment_L_RNA-dependent_RNA_polymerase_(QK659_sLgp1)_gene,_complete_cds_|NC_078283.1|Oncorhynchus_tshawytscha
MAG:_Salmon_pescarenavirus_1_isolate_G518_segment_M_glycoprotein_(QK659_sMgp1)_gene,_complete_cds_|NC_078284.1|Oncorhynchus_tshawytscha
MAG:_Salmon_pescarenavirus_1_isolate_G518_segment_S_nucleoprotein_(QK659_sSgp1)_gene,_complete_cds_|NC_078285.1|Oncorhynchus_tshawytscha
Carcinus_maenas_portunibunyavirus_1_isolate_RA14048_segment_S,_complete_sequence_|NC_078286.1|Carcinus_maenas
Carcinus_maenas_portunibunyavirus_1_isolate_RA14048_segment_M,_complete_sequence_|NC_078287.1|Carcinus_maenas
Carcinus_maenas_portunibunyavirus_1_isolate_RA14048_segment_L,_complete_sequence_|NC_078288.1|Carcinus_maenas
Sapphire_II_virus_segment_II_S,_complete_sequence_|NC_078289.1|Argas_cooleyi
Sapphire_II_virus_segment_II_L,_complete_sequence_|NC_078290.1|Argas_cooleyi
Sapphire_II_virus_segment_II_M,_complete_sequence_|NC_078291.1|Argas_cooleyi
Kitale_virus_strain_AreV2170KEN_glycoprotein_precursor_(GPC)_and_nucleocapsid_protein_(NP)_genes,_complete_cds_|NC_078292.1|Grammomys_macmillani
Kitale_virus_strain_AreV2170KEN_Z_protein_(Z)_and_RNA-dependent_RNA_polymerase_(RdRp)_genes,_complete_cds_|NC_078293.1|Grammomys_macmillani
Guadeloupe_mosquito_phasivirus_strain_Ab-AAF-1-3_segment_L,_complete_sequence_|NC_078294.1|Aedes_sp.
Guadeloupe_mosquito_phasivirus_strain_Ab-AAF-1-3_segment_M,_complete_sequence_|NC_078295.1|Aedes_sp.
Guadeloupe_mosquito_phasivirus_strain_Ab-AAF-1-3_segment_S,_complete_sequence_|NC_078296.1|Aedes_sp.
Dar_es_Salaam_virus_TZ-189_segment_M,_complete_sequence_|NC_078297.1|Homo_sapiens
Dar_es_Salaam_virus_TZ-189_segment_S,_complete_sequence_|NC_078298.1|Homo_sapiens
Dar_es_Salaam_virus_TZ-189_segment_L,_complete_sequence_|NC_078299.1|Homo_sapiens
Penshurt_virus_strain_ANHV-Costa_Rica_segment_M_glycoprotein_(QK665_sMgp1)_gene,_complete_cds_|NC_078300.1|Choloepus_hoffmanni
Penshurt_virus_strain_ANHV-Costa_Rica_segment_L_RNA-dependent_RNA_polymerase_(QK665_sLgp1)_gene,_complete_cds_|NC_078301.1|Choloepus_hoffmanni
Penshurt_virus_strain_ANHV-Costa_Rica_segment_S_nonstructural_protein_(QK665_sSgp1)_and_nucleocapsid_protein_(QK665_sSgp2)_genes,_complete_cds_|NC_078302.1|Choloepus_hoffmanni
Niukluk_phantom_virus_isolate_C7_segment_L,_complete_sequence_|NC_078309.1|
Niukluk_phantom_virus_isolate_C7_segment_S,_complete_sequence_|NC_078310.1|
Niukluk_phantom_virus_isolate_C7_segment_M,_complete_sequence_|NC_078311.1|
SetPatVet_virus_1_isolate_N171-16_SPVV-1_segment_S,_complete_sequence_|NC_078312.1|Boa_constrictor
SetPatVet_virus_1_isolate_N171-16_SPVV-1_segment_L1_RNA-dependent_RNA_polymerase_(QK668_gp1)_gene,_partial_cds_|NC_078313.1|Boa_constrictor
SetPatVet_virus_1_isolate_N171-16_SPVV-1_segment_L2_RNA-dependent_RNA_polymerase_(QK668_gp1)_gene,_partial_cds_|NC_078314.1|Boa_constrictor
Andere_Heimat_virus_1_isolate_1164-18_AHeV-1_segment_L,_complete_sequence_|NC_078315.1|Boa_constrictor
Andere_Heimat_virus_1_isolate_1164-18_AHeV-1_segment_S,_complete_sequence_|NC_078316.1|Boa_constrictor
Narangue_virus_strain_Mati1754-2_segment_M_genomic_sequence_|NC_078317.1|Mansonia_titillans
Narangue_virus_strain_Mati1754-2_segment_L_genomic_sequence_|NC_078318.1|Mansonia_titillans
Narangue_virus_strain_Mati1754-2_segment_S_genomic_sequence_|NC_078319.1|Mansonia_titillans
Meram_virus_isolate_M1_RNA-dependent_RNA_polymerase_(QK672_gp1)_gene,_complete_cds_|NC_078323.1|Hyalomma_aegyptium
Meram_virus_isolate_M1_nucleoprotein_(QK672_gp1)_gene,_complete_cds_|NC_078324.1|Hyalomma_aegyptium
Meram_virus_isolate_M1_glycoprotein_precursor_(QK672_gp1)_gene,_complete_cds_|NC_078325.1|Hyalomma_aegyptium
Hemipteran_phasma-related_virus_OKIAV247_segment_L_genomic_sequence_|NC_078326.1|Acanthosoma_haemorrhoidale
Hemipteran_phasma-related_virus_OKIAV247_segment_M_genomic_sequence_|NC_078327.1|Acanthosoma_haemorrhoidale
Hemipteran_phasma-related_virus_OKIAV247_segment_S_genomic_sequence_|NC_078328.1|Acanthosoma_haemorrhoidale
Coleopteran_phenui-related_virus_OKIAV308_segment_L_genomic_sequence_|NC_078329.1|Stethorus_sp.
Coleopteran_phenui-related_virus_OKIAV308_segment_M_genomic_sequence_|NC_078330.1|Stethorus_sp.
Coleopteran_phenui-related_virus_OKIAV308_segment_S_genomic_sequence_|NC_078331.1|Stethorus_sp.
Coleopteran_phasma-related_virus_OKIAV235_segment_L_genomic_sequence_|NC_078332.1|Harmonia_axyridis
Coleopteran_phasma-related_virus_OKIAV235_segment_M_genomic_sequence_|NC_078333.1|Harmonia_axyridis
Coleopteran_phasma-related_virus_OKIAV235_segment_S_genomic_sequence_|NC_078334.1|Harmonia_axyridis
Blattodean_nairo-related_virus_OKIAV321_segment_S_genomic_sequence_|NC_078343.1|Paratemnopteryx_couloniana
Blattodean_nairo-related_virus_OKIAV321_segment_L_genomic_sequence_|NC_078344.1|Paratemnopteryx_couloniana
Blattodean_nairo-related_virus_OKIAV321_segment_M_genomic_sequence_|NC_078345.1|Paratemnopteryx_couloniana
Embossos_virus_strain_SP288-KE-2016_segment_L,_complete_sequence_|NC_078346.1|Phlebotominae
Embossos_virus_strain_SP288-KE-2016_segment_S,_complete_sequence_|NC_078347.1|Phlebotominae
Embossos_virus_strain_SP288-KE-2016_segment_M,_complete_sequence_|NC_078348.1|Phlebotominae
Bogoria_virus_strain_SP105-KE-2016_segment_M,_complete_sequence_|NC_078349.1|Phlebotominae
Bogoria_virus_strain_SP105-KE-2016_segment_L,_complete_sequence_|NC_078350.1|Phlebotominae
Bogoria_virus_strain_SP105-KE-2016_segment_S,_complete_sequence_|NC_078351.1|Phlebotominae
Kiborgoch_virus_strain_SSP39-KE-2016_segment_M,_complete_sequence_|NC_078352.1|Phlebotominae
Kiborgoch_virus_strain_SSP39-KE-2016_segment_S,_complete_sequence_|NC_078353.1|Phlebotominae
Kiborgoch_virus_strain_SSP39-KE-2016_segment_L,_complete_sequence_|NC_078354.1|Phlebotominae
Perkerra_virus_strain_SP166-KE-2016_segment_L,_complete_sequence_|NC_078355.1|Phlebotominae
Perkerra_virus_strain_SP166-KE-2016_segment_S,_complete_sequence_|NC_078356.1|Phlebotominae
Perkerra_virus_strain_SP166-KE-2016_segment_M,_complete_sequence_|NC_078357.1|Phlebotominae
Parry's_Creek_phasivirus_1_isolate_PCPV1/pool-10_segment_L_RNA-dependent_RNA_polymerase_(QK683_sLgp1)_gene,_complete_cds_|NC_078358.1|Culex_annulirostris
Parry's_Creek_phasivirus_1_isolate_PCPV1/pool-10_segment_M_glycoprotein_(QK683_sMgp1)_gene,_complete_cds_|NC_078359.1|Culex_annulirostris
Parry's_Creek_phasivirus_1_isolate_PCPV1/pool-10_segment_S_nucleoprotein_(QK683_sSgp1)_gene,_complete_cds_|NC_078360.1|Culex_annulirostris
Neuropteran_phasma-related_virus_OKIAV248_glycoprotein_(QK684_sMgp1)_gene,_complete_cds_|NC_078361.1|Peyerimhoffina_gracilis
Neuropteran_phasma-related_virus_OKIAV248_RdRp_(QK684_sLgp1)_gene,_complete_cds_|NC_078362.1|Peyerimhoffina_gracilis
Neuropteran_phasma-related_virus_OKIAV248_nucleoprotein_(QK684_sSgp1)_gene,_complete_cds_|NC_078363.1|Peyerimhoffina_gracilis
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA4,_complete_sequence_|NC_078364.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA3a,_complete_sequence_|NC_078365.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA1,_complete_sequence_|NC_078366.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA3b,_complete_sequence_|NC_078367.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA2,_complete_sequence_|NC_078368.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA7,_complete_sequence_|NC_078369.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA6b,_complete_sequence_|NC_078370.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA6c,_complete_sequence_|NC_078371.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA5,_complete_sequence_|NC_078372.1|Perilla_frutescens_var._crispa
Perilla_mosaic_virus_Kochi_Nankoku_2011_RNA,_segment_RNA6a,_complete_sequence_|NC_078373.1|Perilla_frutescens_var._crispa
Palo_verde_broom_virus_isolate_P4_segment_RNA1,_complete_sequence_|NC_078374.1|
Palo_verde_broom_virus_isolate_P4_segment_RNA3,_complete_sequence_|NC_078375.1|
Palo_verde_broom_virus_isolate_P4_segment_RNA2,_complete_sequence_|NC_078376.1|
